Specimen Collection Date,Homelessness Status,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated At
2020/10/20,Not Homeless,42,11747,01/19/2021 02:15:09 PM
2020/10/21,Not Homeless,30,11777,01/19/2021 02:15:09 PM
2020/10/22,Not Homeless,56,11833,01/19/2021 02:15:09 PM
2020/10/23,Not Homeless,53,11886,01/19/2021 02:15:09 PM
2020/10/24,Not Homeless,32,11918,01/19/2021 02:15:09 PM
2020/10/25,Not Homeless,33,11951,01/19/2021 02:15:09 PM
2020/10/26,Not Homeless,47,11998,01/19/2021 02:15:09 PM
2020/10/27,Not Homeless,73,12071,01/19/2021 02:15:09 PM
2020/10/28,Not Homeless,63,12134,01/19/2021 02:15:09 PM
2020/10/29,Not Homeless,49,12183,01/19/2021 02:15:09 PM
2020/10/30,Not Homeless,58,12241,01/19/2021 02:15:09 PM
2020/10/31,Not Homeless,49,12290,01/19/2021 02:15:09 PM
2020/11/01,Not Homeless,33,12323,01/19/2021 02:15:09 PM
2020/11/02,Not Homeless,95,12418,01/19/2021 02:15:09 PM
2020/11/03,Not Homeless,98,12516,01/19/2021 02:15:09 PM
2020/11/04,Not Homeless,124,12640,01/19/2021 02:15:09 PM
2020/11/05,Not Homeless,122,12762,01/19/2021 02:15:09 PM
2020/11/06,Not Homeless,107,12869,01/19/2021 02:15:09 PM
2020/11/07,Not Homeless,66,12935,01/19/2021 02:15:09 PM
2020/11/08,Not Homeless,27,12962,01/19/2021 02:15:09 PM
2020/11/09,Not Homeless,119,13081,01/19/2021 02:15:09 PM
2020/11/10,Not Homeless,113,13194,01/19/2021 02:15:09 PM
2020/11/11,Not Homeless,105,13299,01/19/2021 02:15:09 PM
2020/11/12,Not Homeless,141,13440,01/19/2021 02:15:09 PM
2020/11/13,Not Homeless,107,13547,01/19/2021 02:15:09 PM
2020/11/14,Not Homeless,73,13620,01/19/2021 02:15:09 PM
2020/11/15,Not Homeless,63,13683,01/19/2021 02:15:09 PM
2020/11/16,Not Homeless,168,13851,01/19/2021 02:15:09 PM
2020/11/17,Not Homeless,145,13996,01/19/2021 02:15:09 PM
2020/11/18,Not Homeless,180,14176,01/19/2021 02:15:09 PM
2020/11/19,Not Homeless,171,14347,01/19/2021 02:15:09 PM
2020/11/20,Not Homeless,166,14513,01/19/2021 02:15:09 PM
2020/11/21,Not Homeless,93,14606,01/19/2021 02:15:09 PM
2020/11/22,Not Homeless,79,14685,01/19/2021 02:15:09 PM
2020/11/23,Not Homeless,180,14865,01/19/2021 02:15:09 PM
2020/11/24,Not Homeless,191,15056,01/19/2021 02:15:09 PM
2020/11/25,Not Homeless,162,15218,01/19/2021 02:15:09 PM
2020/11/26,Not Homeless,54,15272,01/19/2021 02:15:09 PM
2020/11/27,Not Homeless,120,15392,01/19/2021 02:15:09 PM
2020/11/28,Not Homeless,105,15497,01/19/2021 02:15:09 PM
2020/11/29,Not Homeless,132,15629,01/19/2021 02:15:09 PM
2020/11/30,Not Homeless,273,15902,01/19/2021 02:15:09 PM
2020/12/01,Not Homeless,301,16203,01/19/2021 02:15:09 PM
2020/12/02,Not Homeless,297,16500,01/19/2021 02:15:09 PM
2020/12/03,Not Homeless,287,16787,01/19/2021 02:15:09 PM
2020/12/04,Not Homeless,230,17017,01/19/2021 02:15:09 PM
2020/12/05,Not Homeless,143,17160,01/19/2021 02:15:09 PM
2020/12/06,Not Homeless,114,17274,01/19/2021 02:15:09 PM
2020/12/07,Not Homeless,321,17595,01/19/2021 02:15:09 PM
2020/12/08,Not Homeless,301,17896,01/19/2021 02:15:09 PM
2020/12/09,Not Homeless,304,18200,01/19/2021 02:15:09 PM
2020/12/10,Not Homeless,305,18505,01/19/2021 02:15:09 PM
2020/12/11,Not Homeless,310,18815,01/19/2021 02:15:09 PM
2020/12/12,Not Homeless,200,19015,01/19/2021 02:15:09 PM
2020/12/13,Not Homeless,122,19137,01/19/2021 02:15:09 PM
2020/12/14,Not Homeless,360,19497,01/19/2021 02:15:09 PM
2020/12/15,Not Homeless,364,19861,01/19/2021 02:15:09 PM
2020/12/16,Not Homeless,340,20201,01/19/2021 02:15:09 PM
2020/12/17,Not Homeless,306,20507,01/19/2021 02:15:09 PM
2020/12/18,Not Homeless,283,20790,01/19/2021 02:15:09 PM
2020/12/19,Not Homeless,122,20912,01/19/2021 02:15:09 PM
2020/12/20,Not Homeless,100,21012,01/19/2021 02:15:09 PM
2020/12/21,Not Homeless,312,21324,01/19/2021 02:15:09 PM
2020/12/22,Not Homeless,326,21650,01/19/2021 02:15:09 PM
2020/12/23,Not Homeless,287,21937,01/19/2021 02:15:09 PM
2020/12/24,Not Homeless,224,22161,01/19/2021 02:15:09 PM
2020/12/25,Not Homeless,67,22228,01/19/2021 02:15:09 PM
2020/12/26,Not Homeless,218,22446,01/19/2021 02:15:09 PM
2020/12/27,Not Homeless,151,22597,01/19/2021 02:15:09 PM
2020/12/28,Not Homeless,385,22982,01/19/2021 02:15:09 PM
2020/12/29,Not Homeless,437,23419,01/19/2021 02:15:09 PM
2020/12/30,Not Homeless,367,23786,01/19/2021 02:15:09 PM
2020/12/31,Not Homeless,273,24059,01/19/2021 02:15:09 PM
2021/01/01,Not Homeless,60,24119,01/19/2021 02:15:09 PM
2021/01/02,Not Homeless,238,24357,01/19/2021 02:15:09 PM
2021/01/03,Not Homeless,173,24530,01/19/2021 02:15:09 PM
2021/01/04,Not Homeless,555,25085,01/19/2021 02:15:09 PM
2021/01/05,Not Homeless,444,25529,01/19/2021 02:15:09 PM
2021/01/06,Not Homeless,374,25903,01/19/2021 02:15:09 PM
2021/01/07,Not Homeless,425,26328,01/19/2021 02:15:09 PM
2021/01/08,Not Homeless,357,26685,01/19/2021 02:15:09 PM
2021/01/09,Not Homeless,201,26886,01/19/2021 02:15:09 PM
2021/01/10,Not Homeless,110,26996,01/19/2021 02:15:09 PM
2021/01/11,Not Homeless,401,27397,01/19/2021 02:15:09 PM
2021/01/12,Not Homeless,273,27670,01/19/2021 02:15:09 PM
2021/01/13,Not Homeless,297,27967,01/19/2021 02:15:09 PM
2021/01/14,Not Homeless,268,28235,01/19/2021 02:15:09 PM
2021/01/15,Not Homeless,256,28491,01/19/2021 02:15:09 PM
2021/01/16,Not Homeless,114,28605,01/19/2021 02:15:09 PM
2021/01/17,Not Homeless,50,28655,01/19/2021 02:15:09 PM
